text_id,target,text,annotator_id,stakeholder,stance,acceptability,sample,comment,care,fairness,loyalty,authority,purity,cluster,Gender identity,annotation_id
UgzcjzvdOeDD4sUohTt4AaABAg,J K Rowling,"i mean 99% of celebs were molested, groomed and abused so they love the trans narrative, it hits home",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,4.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_11
UgxoGEpYdJTaeTZiv5F4AaABAg,J K Rowling,2.0,5f564ffcb50cab0ead68060d76b72988,researcher,0.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_12
Ugx2E03eVV0qx9qY7NR4AaABAg,J K Rowling,Watson and Radcliffe are already past their prime. They peaked and they think that they are still relevant. JKR is still writing and contributing to the world Jolly good stuff!!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_13
Ugz5dQVJPwNBfmthAwV4AaABAg,J K Rowling,I’m with JK all the way!!!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_14
UgyXg_sFSJka2fRFR1l4AaABAg,J K Rowling,"JKR..... Absolute HERO in these mad-times. Speaks 100% sense, unlike all the oxygen thieves who are criticising her.",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_15
UgwYz1fn63sOwNK9Mdx4AaABAg,J K Rowling,The biggest tragedy of 'transitioning' is that it's irreversible.. and in most cases could be navigated by understanding that sexual confusion in the teen years is a normal part of growing up..,5f564ffcb50cab0ead68060d76b72988,researcher,0.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_16
UgzPA1xWOQMMRMs4J0p4AaABAg,J K Rowling,She'll only gain more respect for standing 10 toes down on this issue,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_17
UgxXliVJJLQpuhlPnWZ4AaABAg,J K Rowling,"That worthless agenda needs to be utterly eradicated. It does nothing but bring madness, misogyny, and suicide",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_18
UgzLoSJXbisiiNE5ovZ4AaABAg,J K Rowling,Shes entitled to her opinion as we all are if you dont like it dont listen its just an opinion.Get a life,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_19
Ugxs2JYHgtmg-4zR_el4AaABAg,J K Rowling,"She made them what they are today and she was absolutely right about what she said, good for her",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_20
UgxTdo9R4ftNiaOzUyh4AaABAg,J K Rowling,No one should be publicly crucified like JK over these mere comments,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_21
UgygyMWkbpu3sgHjrcx4AaABAg,J K Rowling,Can everyone stop being rude in the chat?,5f564ffcb50cab0ead68060d76b72988,researcher,0.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_22
UgxOtnl8lBQt2hjjxKN4AaABAg,J K Rowling,😂 comment section full of filthy terfs,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_23
UgzoeUwTQScITlVVmz94AaABAg,J K Rowling,Eff them both. Spineless Hollywood cowards. They wouldnt be shit without her.,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_24
UgxRe57MEYFuAgd-nhV4AaABAg,J K Rowling,"I totally stand with J.K. Rowling! She is in the right here %100!
I lost respect for emma watson and daniel radcliff after they stupidly jumped on the wagon of ""being cool and progressive without thinking things through""!!",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_25
Ugz7yLs9IsZPVpvTbMp4AaABAg,J K Rowling,J K Rowling is a soldier for sticking to her guns.,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_26
Ugzn29S172js1Dwj4VJ4AaABAg,J K Rowling,"I still find it funny that everyone is so concerned with what people choose to do with their lives and bodies. We are still stuck on racism, Homelessness, Starvation, and wars. But here these rich idiots are contributing nothing while spouting personal ideals for their sheep/fans to follow. 👏 bravo. Sit on your money pile and beat you chest while everyone else suffers so pretentious.",5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_27
UgyDWdX6Zkcf3mPbePR4AaABAg,J K Rowling,"JKR ROCKS. She is a modern heroine, a role model and a woman history will remember",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_28
Ugyi_QKoXdgBI5tSMZx4AaABAg,J K Rowling,The trans mob only target kind natured people they are predatory. They can’t cancel people who don’t care,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_29
Ugyuqg15bPNliTQ5Tbd4AaABAg,J K Rowling,Stand your ground JK.,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_30
UgwyzZw422anKyzsr5B4AaABAg,J K Rowling,"There were the nazis, and then there were the alphabet people. The propaganda never ends, just evolves.",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_31
Ugyx55VWme8jCHn-Dsh4AaABAg,J K Rowling,I admire JK Rowling for her excellent HP books and given her personal experience and how she rose so above that 👏👏 and now my admiration even exceeded that with her strong advocate to in my opinion common sense and for rights of women 👍🙌👏,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_32
UgzaNmtQGhwz183_tkt4AaABAg,J K Rowling,She's 100% correct,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_33
UgzJ5Lrg7zL_uvVfSid4AaABAg,J K Rowling,I wouldn’t forgive the weasels either,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_34
UgxlWfOkMc9kEwtcjl54AaABAg,J K Rowling,You are all delusional,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_35
UgwyZiHfaWXv9usKxkF4AaABAg,Kanye West,LOVE YOU YE!!!!!!!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_36
Ugy6YcsJMk6bCCPT5W14AaABAg,Kanye West,L ZIONISTS,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_37
UgzS14D7Dk9ONJzQO5t4AaABAg,Kanye West,Freedom of speech 😂😂😂😂,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_38
UgxV_dF7swNYgAgYiKR4AaABAg,Kanye West,"If Kanye is angry with specific people then he could have just mentioned their names or the companies. He doesn't need to drag the whole race! He's a racist! Go and change ""F**k Jews"" with ""Asians"", ""Black"", or ""White"" and see how that makes you feel.",5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_39
UgwwExKXj7F7tLn_r394AaABAg,Kanye West,The way this guy is unstable I literally wouldn't be surprised if he converted to Judaism this time next year,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_40
UgxfXNiuGsIpvJxB0B14AaABAg,Kanye West,Go Kanye !!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_41
UgzSeP-qCU55AUxAyJd4AaABAg,Kanye West,Dude he didn’t hate on jews people so darn sensitive,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_42
UgwHRY92YKOMRhlHL_x4AaABAg,Kanye West,Lets talk about anti-zionist .,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_43
Ugy6stPcGWb_eoYb7wR4AaABAg,Kanye West,You cannot cancel God's shepherd,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_44
UgyfKMXusHUgP7UrtOd4AaABAg,Kanye West,Well! It's true! Not all Jews or Hebrew but every Hebrews is a Jews. For the last the NEGROES are the real Hebrews.,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_45
UgwpbDaCFZY4bABgrTp4AaABAg,Kanye West,I mean in the Bible it says that gods chosen people the Jews. Would be sent into slavery by way of ships and would not see their land again. I don’t think we can say this happened to the so called Jews of today.,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_46
UgwADmbrI473n68c1VZ4AaABAg,Kanye West,"May the world come to truth in due time. The truth will one day be told! Lord protect Ye! 

‘I know thy works and tribulation and poverty (but thou art rich), and I know the blasphemy of them that say they are Jews and are not, but are the synagogue of Satan.’ -Revelation 2:9",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_47
UgyFZXrkZcJ_k-M353d4AaABAg,Kanye West,Original Jews are black not the fake white jews.,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_48
UgyWkgCn2i-krm2-r2x4AaABAg,Kanye West,A highly disturbed individual,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_49
UgwDsaDhXqDXFdSw-BR4AaABAg,Kanye West,free palistine,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_50
UgxNk3W3uOnu4Gm3bIR4AaABAg,Kanye West,he speaks fax,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_51
UgxGP2v_R7ZFWHfyw_R4AaABAg,Kanye West,"Its funny, a friend of mine is calling Kanye anti-semetic even though him and everyone in high school ALWAYS talked like this.",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_52
Ugx2Jgz-NSwGYb-3cIF4AaABAg,Kanye West,Respect to Kayne! We are no longer there slave's!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_53
UgxTYrNCLs50On8jvHB4AaABAg,Kanye West,I have a aunt who's openly racist and based on experience these ppl are actually funny and interesting to talk to until they get drunk,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_54
UgwcE4Tsyv5ucUinzX14AaABAg,Kanye West,What is defcon 3? Alert of jews? Dumb fuggers learn more before you shoot,5f564ffcb50cab0ead68060d76b72988,researcher,0.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_55
Ugyl5YeU47SVsDKB6RR4AaABAg,Kanye West,"Black people are not Jewish, the Israelites were dark skinned, who were a confederation of Semitic-speaking tribes, and eventually evolved into what the Jews are today. Just like many peoples today whose parents intermarried and their skin color and features has changed, evolving throughout the centuries, so too the descendants of the Israelites.

In order to be Jewish one must have a Jewish mother, the father determines the tribal affiliation. You can also become Jewish by converting to Judaism.

None of which Kanye is.",5f564ffcb50cab0ead68060d76b72988,researcher,1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_56
Ugxux4D6zXK0ZXHy57x4AaABAg,Kanye West,"Antisemitism is trick we use "", Harold Wallace Rosenthal.",5f564ffcb50cab0ead68060d76b72988,researcher,1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_57
UgzI8cf7r-K4zgKfFIV4AaABAg,Kanye West,Everyone knows that the real jws are africans its scientifically proven!!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_58
UgyY5WOaeHaY1t47o7R4AaABAg,Kanye West,Kanye merely pointed out who runs big tech and spreads propaganda 👃🇮🇱,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,4.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_59
Ugx3tOY736U0u1htosh4AaABAg,Kanye West,He wasn’t locked out of Twitter talking about Black people! One thing about a Jew he’s blocked!,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_60
Ugyy1COuZL0U4M6BTO54AaABAg,Kanye West,"""Why are they calling him racist for saying something racist""",5f564ffcb50cab0ead68060d76b72988,researcher,1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_61
UgzcUXKXQMV6IhcZUrZ4AaABAg,Kanye West,If I was Kanye I’d make a YouTube channel and support original content before the copies and other ppl posting his business comes . Boom make money fromYouTube unless they ban him feel me .,5f564ffcb50cab0ead68060d76b72988,researcher,0.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_62
UgwdjVR3zQwpIDFQp0F4AaABAg,Kanye West,Bro the commentator spills straight up lies,5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_63
UgzLmKGUcD7g9LINaFR4AaABAg,Kanye West,Why try to be relevant when you have enough money to live peacefully/quietly… makes no sense,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,1.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_64
UgxvMUD1u3v_UYjj8Jd4AaABAg,Kanye West,All the things he has said offensive of our own race .. now he’s locked huh?,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_65
Ugw6ue4o_J7J6bUmah94AaABAg,Kanye West,Can sombody tell me who were the crectors and directors in Hollywood back in the day that make movies showing a black man as the devil and the white man as God.,5f564ffcb50cab0ead68060d76b72988,researcher,0.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_66
UgxyeJVzsfyK7nPuSit4AaABAg,Kanye West,"Truther's always labeled as crazy,,,
Juck the Fews",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,4.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_67
UgxhfwsfIBs9L3HxTLF4AaABAg,Kanye West,the comments I swear thery'e like ''ha ha stupidity go brrrrrr'' how can so many people ''agree'' with this horrible man?!,5f564ffcb50cab0ead68060d76b72988,researcher,1.0,3.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_68
UgwdMhWkydzOGshND8h4AaABAg,Kanye West,"If black people know the real history of slavery who owned the slave ships who owned the overwelming majority of plantation owners and buck breakers really were, instead of blindly blaming every white person who doesnt even know any more about it then you, then youd know kanye calling black people jewish is real to a degree",5f564ffcb50cab0ead68060d76b72988,researcher,-1.0,2.0,sample_0,nan; nan,4.166666666666667,4.666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0,Female,annotation_69
